"ID","Year","Park","Team","Name","Franchise_Name","Games","Wins","Losses","Attendance"
"2274","1998","Coors Field","COL","Colorado Rockies","Colorado Rockies","162","77","85","3792683"
"2275","1998","Tiger Stadium","DET","Detroit Tigers","Detroit Tigers","162","65","97","1409391"
"2276","1998","Joe Robbie Stadium","FLO","Florida Marlins","Florida Marlins","162","54","108","1730384"
"2277","1998","Astrodome","HOU","Houston Astros","Houston Astros","162","102","60","2458451"
"2278","1998","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","161","72","89","1494875"
"2279","1998","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","83","79","3089222"
"2280","1998","County Stadium","MIL","Milwaukee Brewers","Milwaukee Brewers","162","74","88","1811593"
"2281","1998","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","162","70","92","1165976"
"2282","1998","Stade Olympique","MON","Montreal Expos","Washington Nationals","162","65","97","914909"
"2283","1998","Yankee Stadium II","NYA","New York Yankees","New York Yankees","162","114","48","2955193"
"2284","1998","Shea Stadium","NYN","New York Mets","New York Mets","162","88","74","2287948"
"2285","1998","Oakland Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","74","88","1232343"
"2286","1998","Veterans Stadium","PHI","Philadelphia Phillies","Philadelphia Phillies","162","75","87","1715722"
"2287","1998","Three Rivers Stadium","PIT","Pittsburgh Pirates","Pittsburgh Pirates","163","69","93","1560950"
"2288","1998","Qualcomm Stadium","SDN","San Diego Padres","San Diego Padres","162","98","64","2555874"
"2289","1998","Kingdome","SEA","Seattle Mariners","Seattle Mariners","161","76","85","2651511"
"2290","1998","3Com Park","SFN","San Francisco Giants","San Francisco Giants","163","89","74","1925364"
"2291","1998","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","163","83","79","3195691"
"2292","1998","Tropicana Field","TBA","Tampa Bay Devil Rays","Tampa Bay Rays","162","63","99","2506293"
"2293","1998","The Ballpark at Arlington","TEX","Texas Rangers","Texas Rangers","162","88","74","2927399"
"2294","1998","Skydome","TOR","Toronto Blue Jays","Toronto Blue Jays","163","88","74","2454303"
"2295","1999","Edison International Field","ANA","Anaheim Angels","Los Angeles Angels of Anaheim","162","70","92","2253123"
"2296","1999","Bank One Ballpark","ARI","Arizona Diamondbacks","Arizona Diamondbacks","162","100","62","3019654"
"2297","1999","Turner Field","ATL","Atlanta Braves","Atlanta Braves","162","103","59","3284897"
"2298","1999","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","162","78","84","3433150"
"2299","1999","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","94","68","2446162"
"2300","1999","Comiskey Park II","CHA","Chicago White Sox","Chicago White Sox","162","75","86","1338851"
"2301","1999","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","67","95","2813854"
"2302","1999","Cinergy Field","CIN","Cincinnati Reds","Cincinnati Reds","163","96","67","2061222"
"2303","1999","Jacobs Field","CLE","Cleveland Indians","Cleveland Indians","162","97","65","3468456"
"2304","1999","Coors Field","COL","Colorado Rockies","Colorado Rockies","162","72","90","3481065"
"2305","1999","Tiger Stadium","DET","Detroit Tigers","Detroit Tigers","161","69","92","2026441"
"2306","1999","Pro Player Stadium","FLO","Florida Marlins","Florida Marlins","162","64","98","1369421"
"2307","1999","Astrodome","HOU","Houston Astros","Houston Astros","162","97","65","2706017"
"2308","1999","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","161","64","97","1506068"
"2309","1999","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","77","85","3095346"
"2310","1999","County Stadium","MIL","Milwaukee Brewers","Milwaukee Brewers","161","74","87","1701796"
"2311","1999","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","161","63","97","1202829"
"2312","1999","Stade Olympique","MON","Montreal Expos","Washington Nationals","162","68","94","773277"
"2313","1999","Yankee Stadium II","NYA","New York Yankees","New York Yankees","162","98","64","3292736"
"2314","1999","Shea Stadium","NYN","New York Mets","New York Mets","163","97","66","2725668"
"2315","1999","Oakland Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","87","75","1434610"
"2316","1999","Veterans Stadium","PHI","Philadelphia Phillies","Philadelphia Phillies","162","77","85","1825337"
"2317","1999","Three Rivers Stadium","PIT","Pittsburgh Pirates","Pittsburgh Pirates","161","78","83","1638023"
"2318","1999","Qualcomm Stadium","SDN","San Diego Padres","San Diego Padres","162","74","88","2523538"
"2319","1999","Kingdome / Safeco Field","SEA","Seattle Mariners","Seattle Mariners","162","79","83","2916346"
"2320","1999","3Com Park","SFN","San Francisco Giants","San Francisco Giants","162","86","76","2078399"
"2321","1999","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","161","75","86","3225334"
"2322","1999","Tropicana Field","TBA","Tampa Bay Devil Rays","Tampa Bay Rays","162","69","93","1562827"
"2323","1999","The Ballpark at Arlington","TEX","Texas Rangers","Texas Rangers","162","95","67","2771469"
"2324","1999","Skydome","TOR","Toronto Blue Jays","Toronto Blue Jays","162","84","78","2163464"
"2325","2000","Edison International Field","ANA","Anaheim Angels","Los Angeles Angels of Anaheim","162","82","80","2066982"
"2326","2000","Bank One Ballpark","ARI","Arizona Diamondbacks","Arizona Diamondbacks","162","85","77","2942251"
"2327","2000","Turner Field","ATL","Atlanta Braves","Atlanta Braves","162","95","67","3234304"
"2328","2000","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","162","74","88","3297031"
"2329","2000","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","85","77","2585895"
"2330","2000","Comiskey Park II","CHA","Chicago White Sox","Chicago White Sox","162","95","67","1947799"
"2331","2000","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","65","97","2789511"
"2332","2000","Cinergy Field","CIN","Cincinnati Reds","Cincinnati Reds","163","85","77","2577371"
"2333","2000","Jacobs Field","CLE","Cleveland Indians","Cleveland Indians","162","90","72","3456278"
"2334","2000","Coors Field","COL","Colorado Rockies","Colorado Rockies","162","82","80","3295129"
"2335","2000","Comerica Park","DET","Detroit Tigers","Detroit Tigers","162","79","83","2438617"
"2336","2000","Pro Player Stadium","FLO","Florida Marlins","Florida Marlins","161","79","82","1218326"
"2337","2000","Enron Field","HOU","Houston Astros","Houston Astros","162","72","90","3056139"
"2338","2000","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","162","77","85","1564847"
"2339","2000","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","86","76","2880242"
"2340","2000","County Stadium","MIL","Milwaukee Brewers","Milwaukee Brewers","163","73","89","1573621"
"2341","2000","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","162","69","93","1000760"
"2342","2000","Stade Olympique","MON","Montreal Expos","Washington Nationals","162","67","95","926272"
"2343","2000","Yankee Stadium II","NYA","New York Yankees","New York Yankees","161","87","74","3055435"
"2344","2000","Shea Stadium","NYN","New York Mets","New York Mets","162","94","68","2820530"
"2345","2000","Oakland Coliseum","OAK","Oakland Athletics","Oakland Athletics","161","91","70","1603744"
"2346","2000","Veterans Stadium","PHI","Philadelphia Phillies","Philadelphia Phillies","162","65","97","1612769"
"2347","2000","Three Rivers Stadium","PIT","Pittsburgh Pirates","Pittsburgh Pirates","162","69","93","1748908"
"2348","2000","Qualcomm Stadium","SDN","San Diego Padres","San Diego Padres","162","76","86","2352443"
"2349","2000","Safeco Field","SEA","Seattle Mariners","Seattle Mariners","162","91","71","2914624"
"2350","2000","PacBell Park","SFN","San Francisco Giants","San Francisco Giants","162","97","65","3318800"
"2351","2000","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","162","95","67","3336493"
"2352","2000","Tropicana Field","TBA","Tampa Bay Devil Rays","Tampa Bay Rays","161","69","92","1449673"
"2353","2000","The Ballpark at Arlington","TEX","Texas Rangers","Texas Rangers","162","71","91","2588401"
"2354","2000","Skydome","TOR","Toronto Blue Jays","Toronto Blue Jays","162","83","79","1705712"
"2355","2001","Edison International Field","ANA","Anaheim Angels","Los Angeles Angels of Anaheim","162","75","87","2000919"
"2356","2001","Bank One Ballpark","ARI","Arizona Diamondbacks","Arizona Diamondbacks","162","92","70","2736451"
"2357","2001","Turner Field","ATL","Atlanta Braves","Atlanta Braves","162","88","74","2823530"
"2358","2001","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","162","63","98","3094841"
"2359","2001","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","161","82","79","2625333"
"2360","2001","Comiskey Park II","CHA","Chicago White Sox","Chicago White Sox","162","83","79","1766172"
"2361","2001","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","88","74","2779465"
"2362","2001","Cinergy Field","CIN","Cincinnati Reds","Cincinnati Reds","162","66","96","1879757"
"2363","2001","Jacobs Field","CLE","Cleveland Indians","Cleveland Indians","162","91","71","3175523"
"2364","2001","Coors Field","COL","Colorado Rockies","Colorado Rockies","162","73","89","3166821"
"2365","2001","Comerica Park","DET","Detroit Tigers","Detroit Tigers","162","66","96","1921305"
"2366","2001","Pro Player Stadium","FLO","Florida Marlins","Florida Marlins","162","76","86","1261226"
"2367","2001","Enron Field","HOU","Houston Astros","Houston Astros","162","93","69","2904277"
"2368","2001","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","162","65","97","1536371"
"2369","2001","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","86","76","3017143"
"2370","2001","Miller Park","MIL","Milwaukee Brewers","Milwaukee Brewers","162","68","94","2811041"
"2371","2001","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","162","85","77","1782929"
"2372","2001","Stade Olympique","MON","Montreal Expos","Washington Nationals","162","68","94","642745"
"2373","2001","Yankee Stadium II","NYA","New York Yankees","New York Yankees","161","95","65","3264907"
"2374","2001","Shea Stadium","NYN","New York Mets","New York Mets","162","82","80","2658330"
"2375","2001","Oakland Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","102","60","2133277"
"2376","2001","Veterans Stadium","PHI","Philadelphia Phillies","Philadelphia Phillies","162","86","76","1782054"
"2377","2001","PNC Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates","162","62","100","2464870"
"2378","2001","Qualcomm Stadium","SDN","San Diego Padres","San Diego Padres","162","79","83","2378128"
"2379","2001","Safeco Field","SEA","Seattle Mariners","Seattle Mariners","162","116","46","3507326"
"2380","2001","PacBell Park","SFN","San Francisco Giants","San Francisco Giants","162","90","72","3311958"
"2381","2001","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","162","93","69","3109578"
"2382","2001","Tropicana Field","TBA","Tampa Bay Devil Rays","Tampa Bay Rays","162","62","100","1298365"
"2383","2001","The Ballpark at Arlington","TEX","Texas Rangers","Texas Rangers","162","73","89","2831021"
"2384","2001","Skydome","TOR","Toronto Blue Jays","Toronto Blue Jays","162","80","82","1915438"
"2385","2002","Edison International Field","ANA","Anaheim Angels","Los Angeles Angels of Anaheim","162","99","63","2305547"
"2386","2002","Bank One Ballpark","ARI","Arizona Diamondbacks","Arizona Diamondbacks","162","98","64","3198977"
"2387","2002","Turner Field","ATL","Atlanta Braves","Atlanta Braves","161","101","59","2603484"
"2388","2002","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","162","67","95","2682439"
"2389","2002","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","93","69","2650862"
"2390","2002","Comiskey Park II","CHA","Chicago White Sox","Chicago White Sox","162","81","81","1676911"
"2391","2002","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","67","95","2693096"
"2392","2002","Cinergy Field","CIN","Cincinnati Reds","Cincinnati Reds","162","78","84","1855787"
"2393","2002","Jacobs Field","CLE","Cleveland Indians","Cleveland Indians","162","74","88","2616940"
"2394","2002","Coors Field","COL","Colorado Rockies","Colorado Rockies","162","73","89","2737838"
"2395","2002","Comerica Park","DET","Detroit Tigers","Detroit Tigers","161","55","106","1503623"
"2396","2002","Pro Player Stadium","FLO","Florida Marlins","Florida Marlins","162","79","83","813118"
"2397","2002","Minute Maid Park","HOU","Houston Astros","Houston Astros","162","84","78","2517357"
"2398","2002","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","162","62","100","1323036"
"2399","2002","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","92","70","3131255"
"2400","2002","Miller Park","MIL","Milwaukee Brewers","Milwaukee Brewers","162","56","106","1969153"
"2401","2002","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","161","94","67","1924473"
"2402","2002","Stade Olympique","MON","Montreal Expos","Washington Nationals","162","83","79","812045"
"2403","2002","Yankee Stadium II","NYA","New York Yankees","New York Yankees","161","103","58","3465807"
"2404","2002","Shea Stadium","NYN","New York Mets","New York Mets","161","75","86","2804838"
"2405","2002","Oakland Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","103","59","2169811"
"2406","2002","Veterans Stadium","PHI","Philadelphia Phillies","Philadelphia Phillies","161","80","81","1618467"
"2407","2002","PNC Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates","161","72","89","1784988"
"2408","2002","Qualcomm Stadium","SDN","San Diego Padres","San Diego Padres","162","66","96","2220601"
"2409","2002","Safeco Field","SEA","Seattle Mariners","Seattle Mariners","162","93","69","3542938"
"2410","2002","PacBell Park","SFN","San Francisco Giants","San Francisco Giants","162","95","66","3253203"
"2411","2002","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","162","97","65","3011756"
"2412","2002","Tropicana Field","TBA","Tampa Bay Devil Rays","Tampa Bay Rays","161","55","106","1065742"
"2413","2002","The Ballpark at Arlington","TEX","Texas Rangers","Texas Rangers","162","72","90","2352397"
"2414","2002","Skydome","TOR","Toronto Blue Jays","Toronto Blue Jays","162","78","84","1637900"
"2415","2003","Edison International Field","ANA","Anaheim Angels","Los Angeles Angels of Anaheim","162","77","85","3061094"
"2416","2003","Bank One Ballpark","ARI","Arizona Diamondbacks","Arizona Diamondbacks","162","84","78","2805542"
"2417","2003","Turner Field","ATL","Atlanta Braves","Atlanta Braves","162","101","61","2401084"
"2418","2003","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","163","71","91","2454523"
"2419","2003","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","95","67","2724165"
"2420","2003","U.S. Cellular Field","CHA","Chicago White Sox","Chicago White Sox","162","86","76","1939524"
"2421","2003","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","88","74","2962630"
"2422","2003","Great American Ball Park","CIN","Cincinnati Reds","Cincinnati Reds","162","69","93","2355259"
"2423","2003","Jacobs Field","CLE","Cleveland Indians","Cleveland Indians","162","68","94","1730002"
"2424","2003","Coors Field","COL","Colorado Rockies","Colorado Rockies","162","74","88","2334085"
"2425","2003","Comerica Park","DET","Detroit Tigers","Detroit Tigers","162","43","119","1368245"
"2426","2003","Pro Player Stadium","FLO","Florida Marlins","Florida Marlins","162","91","71","1303215"
"2427","2003","Minute Maid Park","HOU","Houston Astros","Houston Astros","162","87","75","2454241"
"2428","2003","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","162","83","79","1779895"
"2429","2003","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","85","77","3138626"
"2430","2003","Miller Park","MIL","Milwaukee Brewers","Milwaukee Brewers","162","68","94","1700354"
"2431","2003","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","162","90","72","1946011"
"2432","2003","Stade Olympique/Hiram Bithorn Stadium","MON","Montreal Expos","Washington Nationals","162","83","79","1025639"
"2433","2003","Yankee Stadium II","NYA","New York Yankees","New York Yankees","163","101","61","3465600"
"2434","2003","Shea Stadium","NYN","New York Mets","New York Mets","161","66","95","2140599"
"2435","2003","Oakland Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","96","66","2216596"
"2436","2003","Veterans Stadium","PHI","Philadelphia Phillies","Philadelphia Phillies","162","86","76","2259948"
"2437","2003","PNC Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates","162","75","87","1636751"
"2438","2003","Qualcomm Stadium","SDN","San Diego Padres","San Diego Padres","162","64","98","2030084"
"2439","2003","Safeco Field","SEA","Seattle Mariners","Seattle Mariners","162","93","69","3268509"
"2440","2003","PacBell Park","SFN","San Francisco Giants","San Francisco Giants","161","100","61","3264898"
"2441","2003","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","162","85","77","2910386"
"2442","2003","Tropicana Field","TBA","Tampa Bay Devil Rays","Tampa Bay Rays","162","63","99","1058695"
"2443","2003","The Ballpark at Arlington","TEX","Texas Rangers","Texas Rangers","162","71","91","2094394"
"2444","2003","Skydome","TOR","Toronto Blue Jays","Toronto Blue Jays","162","86","76","1799458"
"2445","2004","Angels Stadium of Anaheim","ANA","Anaheim Angels","Los Angeles Angels of Anaheim","162","92","70","3375677"
"2446","2004","Bank One Ballpark","ARI","Arizona Diamondbacks","Arizona Diamondbacks","162","51","111","2519560"
"2447","2004","Turner Field","ATL","Atlanta Braves","Atlanta Braves","162","96","66","2327565"
"2448","2004","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","162","78","84","2744018"
"2449","2004","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","98","64","2837294"
"2450","2004","U.S. Cellular Field","CHA","Chicago White Sox","Chicago White Sox","162","83","79","1930537"
"2451","2004","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","89","73","3170154"
"2452","2004","Great American Ball Park","CIN","Cincinnati Reds","Cincinnati Reds","162","76","86","2287250"
"2453","2004","Jacobs Field","CLE","Cleveland Indians","Cleveland Indians","162","80","82","1814401"
"2454","2004","Coors Field","COL","Colorado Rockies","Colorado Rockies","162","68","94","2338069"
"2455","2004","Comerica Park","DET","Detroit Tigers","Detroit Tigers","162","72","90","1917004"
"2456","2004","Pro Player Stadium","FLO","Florida Marlins","Florida Marlins","162","83","79","1723105"
"2457","2004","Minute Maid Park","HOU","Houston Astros","Houston Astros","162","92","70","3087872"
"2458","2004","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","162","58","104","1661478"
"2459","2004","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","93","69","3488283"
"2460","2004","Miller Park","MIL","Milwaukee Brewers","Milwaukee Brewers","161","67","94","2062382"
"2461","2004","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","162","92","70","1911490"
"2462","2004","Stade Olympique/Hiram Bithorn Stadium","MON","Montreal Expos","Washington Nationals","162","67","95","749550"
"2463","2004","Yankee Stadium II","NYA","New York Yankees","New York Yankees","162","101","61","3775292"
"2464","2004","Shea Stadium","NYN","New York Mets","New York Mets","162","71","91","2318951"
"2465","2004","Network Associates Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","91","71","2201516"
"2466","2004","Citizens Bank Park","PHI","Philadelphia Phillies","Philadelphia Phillies","162","86","76","3250092"
"2467","2004","PNC Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates","161","72","89","1580031"
"2468","2004","Petco Park","SDN","San Diego Padres","San Diego Padres","162","87","75","3016752"
"2469","2004","Safeco Field","SEA","Seattle Mariners","Seattle Mariners","162","63","99","2940731"
"2470","2004","SBC Park","SFN","San Francisco Giants","San Francisco Giants","162","91","71","3256854"
"2471","2004","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","162","105","57","3048427"
"2472","2004","Tropicana Field","TBA","Tampa Bay Devil Rays","Tampa Bay Rays","161","70","91","1274911"
"2473","2004","The Ballpark at Arlington","TEX","Texas Rangers","Texas Rangers","162","89","73","2513685"
"2474","2004","Skydome","TOR","Toronto Blue Jays","Toronto Blue Jays","161","67","94","1900041"
"2475","2005","Bank One Ballpark","ARI","Arizona Diamondbacks","Arizona Diamondbacks","162","77","85","2059424"
"2476","2005","Turner Field","ATL","Atlanta Braves","Atlanta Braves","162","90","72","2521167"
"2477","2005","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","162","74","88","2624740"
"2478","2005","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","95","67","2847888"
"2479","2005","U.S. Cellular Field","CHA","Chicago White Sox","Chicago White Sox","162","99","63","2342833"
"2480","2005","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","79","83","3099992"
"2481","2005","Great American Ball Park","CIN","Cincinnati Reds","Cincinnati Reds","163","73","89","1943067"
"2482","2005","Jacobs Field","CLE","Cleveland Indians","Cleveland Indians","162","93","69","2013763"
"2483","2005","Coors Field","COL","Colorado Rockies","Colorado Rockies","162","67","95","1914389"
"2484","2005","Comerica Park","DET","Detroit Tigers","Detroit Tigers","162","71","91","2024431"
"2485","2005","Dolphin Stadium","FLO","Florida Marlins","Florida Marlins","162","83","79","1852608"
"2486","2005","Minute Maid Park","HOU","Houston Astros","Houston Astros","163","89","73","2804760"
"2487","2005","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","162","56","106","1371181"
"2488","2005","Angel Stadium","LAA","Los Angeles Angels of Anaheim","Los Angeles Angels of Anaheim","162","95","67","3404686"
"2489","2005","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","71","91","3603646"
"2490","2005","Miller Park","MIL","Milwaukee Brewers","Milwaukee Brewers","162","81","81","2211023"
"2491","2005","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","162","83","79","2034243"
"2492","2005","Yankee Stadium II","NYA","New York Yankees","New York Yankees","162","95","67","4090696"
"2493","2005","Shea Stadium","NYN","New York Mets","New York Mets","162","83","79","2829929"
"2494","2005","McAfee Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","88","74","2109118"
"2495","2005","Citizens Bank Park","PHI","Philadelphia Phillies","Philadelphia Phillies","162","88","74","2665304"
"2496","2005","PNC Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates","162","67","95","1817245"
"2497","2005","Petco Park","SDN","San Diego Padres","San Diego Padres","162","82","80","2869787"
"2498","2005","Safeco Field","SEA","Seattle Mariners","Seattle Mariners","162","69","93","2725459"
"2499","2005","SBC Park","SFN","San Francisco Giants","San Francisco Giants","162","75","87","3181023"
"2500","2005","Busch Stadium II","SLN","St. Louis Cardinals","St. Louis Cardinals","162","100","62","3538988"
"2501","2005","Tropicana Field","TBA","Tampa Bay Devil Rays","Tampa Bay Rays","162","67","95","1141669"
"2502","2005","Ameriquest Field","TEX","Texas Rangers","Texas Rangers","162","79","83","2525221"
"2503","2005","Rogers Centre","TOR","Toronto Blue Jays","Toronto Blue Jays","162","80","82","2014995"
"2504","2005","R.F.K. Stadium","WAS","Washington Nationals","Washington Nationals","162","81","81","2731993"
"2505","2006","Chase Field","ARI","Arizona Diamondbacks","Arizona Diamondbacks","162","76","86","2091685"
"2506","2006","Turner Field","ATL","Atlanta Braves","Atlanta Braves","162","79","83","2550524"
"2507","2006","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","162","70","92","2153139"
"2508","2006","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","86","76","2930588"
"2509","2006","U.S. Cellular Field","CHA","Chicago White Sox","Chicago White Sox","162","90","72","2957414"
"2510","2006","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","66","96","3123215"
"2511","2006","Great American Ball Park","CIN","Cincinnati Reds","Cincinnati Reds","162","80","82","2134607"
"2512","2006","Jacobs Field","CLE","Cleveland Indians","Cleveland Indians","162","78","84","1997995"
"2513","2006","Coors Field","COL","Colorado Rockies","Colorado Rockies","162","76","86","2104362"
"2514","2006","Comerica Park","DET","Detroit Tigers","Detroit Tigers","162","95","67","2595937"
"2515","2006","Dolphin Stadium","FLO","Florida Marlins","Florida Marlins","162","78","84","1164134"
"2516","2006","Minute Maid Park","HOU","Houston Astros","Houston Astros","162","82","80","3022763"
"2517","2006","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","162","62","100","1372638"
"2518","2006","Angel Stadium","LAA","Los Angeles Angels of Anaheim","Los Angeles Angels of Anaheim","162","89","73","3406790"
"2519","2006","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","88","74","3758545"
"2520","2006","Miller Park","MIL","Milwaukee Brewers","Milwaukee Brewers","162","75","87","2335643"
"2521","2006","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","162","96","66","2285018"
"2522","2006","Yankee Stadium II","NYA","New York Yankees","New York Yankees","162","97","65","4248067"
"2523","2006","Shea Stadium","NYN","New York Mets","New York Mets","162","97","65","3379535"
"2524","2006","McAfee Coliseum","OAK","Oakland Athletics","Oakland Athletics","162","93","69","1976625"
"2525","2006","Citizens Bank Park","PHI","Philadelphia Phillies","Philadelphia Phillies","162","85","77","2701815"
"2526","2006","PNC Park","PIT","Pittsburgh Pirates","Pittsburgh Pirates","162","67","95","1861549"
"2527","2006","Petco Park","SDN","San Diego Padres","San Diego Padres","162","88","74","2659757"
"2528","2006","Safeco Field","SEA","Seattle Mariners","Seattle Mariners","162","78","84","2481165"
"2529","2006","AT&T Park","SFN","San Francisco Giants","San Francisco Giants","161","76","85","3130313"
"2530","2006","Busch Stadium III","SLN","St. Louis Cardinals","St. Louis Cardinals","161","83","78","3407104"
"2531","2006","Tropicana Field","TBA","Tampa Bay Devil Rays","Tampa Bay Rays","162","61","101","1368950"
"2532","2006","Ameriquest Field","TEX","Texas Rangers","Texas Rangers","162","80","82","2388757"
"2533","2006","Rogers Centre","TOR","Toronto Blue Jays","Toronto Blue Jays","162","87","75","2302212"
"2534","2006","R.F.K. Stadium","WAS","Washington Nationals","Washington Nationals","162","71","91","2153056"
"2535","2007","Chase Field","ARI","Arizona Diamondbacks","Arizona Diamondbacks","162","90","72","2325249"
"2536","2007","Turner Field","ATL","Atlanta Braves","Atlanta Braves","162","84","78","2745207"
"2537","2007","Oriole Park at Camden Yards","BAL","Baltimore Orioles","Baltimore Orioles","162","69","93","2164822"
"2538","2007","Fenway Park II","BOS","Boston Red Sox","Boston Red Sox","162","96","66","2970755"
"2539","2007","U.S. Cellular Field","CHA","Chicago White Sox","Chicago White Sox","162","72","90","2684395"
"2540","2007","Wrigley Field","CHN","Chicago Cubs","Chicago Cubs","162","85","77","3252462"
"2541","2007","Great American Ball Park","CIN","Cincinnati Reds","Cincinnati Reds","162","72","90","2058593"
"2542","2007","Jacobs Field","CLE","Cleveland Indians","Cleveland Indians","162","96","66","2275912"
"2543","2007","Coors Field","COL","Colorado Rockies","Colorado Rockies","163","90","73","2376250"
"2544","2007","Comerica Park","DET","Detroit Tigers","Detroit Tigers","162","88","74","3047133"
"2545","2007","Dolphin Stadium","FLO","Florida Marlins","Florida Marlins","162","71","91","1370511"
"2546","2007","Minute Maid Park","HOU","Houston Astros","Houston Astros","162","73","89","3020405"
"2547","2007","Kauffman Stadium","KCA","Kansas City Royals","Kansas City Royals","162","69","93","1616867"
"2548","2007","Angel Stadium","LAA","Los Angeles Angels of Anaheim","Los Angeles Angels of Anaheim","162","94","68","3365632"
"2549","2007","Dodger Stadium","LAN","Los Angeles Dodgers","Los Angeles Dodgers","162","82","80","3857036"
"2550","2007","Miller Park","MIL","Milwaukee Brewers","Milwaukee Brewers","162","83","79","2869144"
"2551","2007","Hubert H Humphrey Metrodome","MIN","Minnesota Twins","Minnesota Twins","162","79","83","2296383"
"2552","2007","Yankee Stadium II","NYA","New York Yankees","New York Yankees","162","94","68","4271083"
"2553","2007","Shea Stadium","NYN","New York Mets","New York Mets","162","88","74","3853955"
